	NAME	LATITUDE	LONGITUDE
26646	CHESTNUT HILL SCHOOL	40.186787185	-76.062149553
26647	CENTRAL PENN CHRISTIAN SCHOOL	40.015715352	-76.257019076
26648	ST VITUS SCHOOL	40.990258932	-80.346385894
26649	LEBANON CATHOLIC SCHOOL	40.336711287	-76.434892904
26650	JACKSONVILLE PAROCHIAL SCHOOL	40.413871926	-76.332223717
26651	LITTLE KUTZTOWN CHRISTIAN SCHOOL	40.397449324	-76.323297751
26652	LEBANON CHRISTIAN ACADEMY	40.363963636	-76.403663636
26653	ST JOHN VIANNEY REGIONAL SCHOOL	40.599217	-75.496245871
26654	LITTLE PEOPLE COUNTRY CLUB	40.567002998	-75.613752886
26655	LIFE ACADEMY	40.623482989	-75.435397834
26656	JEWISH COMMUNITY CENTER KINDERGARTEN	40.603668634	-75.508157341
26657	ST ELIZABETH REGIONAL SCHOOL	40.62984975	-75.470829
26658	OUR LADY HELP OF CHRISTIANS SCHOOL	40.617217522	-75.4401925
26659	DISCOVERY PRESCHOOL	40.538638146	-75.4928475
26660	WYOMING AREA CATHOLIC SCHOOL	41.318598982	-75.82488361
26661	GOOD SHEPHERD ACADEMY	41.266132479	-75.895926509
26662	UNITED HEBREW INSTITUTE	41.258003557	-75.885313169
26663	ANNE MCLAUGHLIN'S CHILD CARE	40.999296035	-76.083290074
26664	DALLAS LITTLE PEOPLE DAYCARE SCHOOL	41.333462925	-75.962492417
26665	HUMPTY DUMPTY KOLLEGE	41.333203238	-75.7797975
26666	WYOMING SEMINARY LOWER SCHOOL	41.292348587	-75.8686935
26667	JENNY LYNN FERRARO ACADEMY	41.272424432	-75.8849135
26668	LITTLE PEOPLE DAYCARE SCHOOL SOUTH	41.239091131	-75.9111285
26669	VALLEY BELL SCHOOL	41.173404	-76.898771
26670	FAIRFIELD PRIVATE ACADEMIC SCHOOL	41.248426143	-76.896431591
26671	ST MICHAEL SCHOOL	41.406004	-80.396836
26672	CALVARY CHRISTIAN ACADEMY	41.292539882	-80.240503671
26673	KENNEDY CATHOLIC HIGH SCHOOL	41.225518873	-80.469846444
26674	FAIRVIEW AMISH SCHOOL	41.379787583	-80.241435577
26675	SHENANGO VALLEY FAITH ACADEMY	41.235537089	-80.499027812
26676	SHADY MAPLE SCHOOL	41.343782	-80.205477
26677	MSGR GENO J MONTI SCHOOL	41.214627273	-80.493727273
26678	BACK MOUNTAIN SCHOOL	40.750013431	-77.541084477
26679	HICKORY GROVE SPECIAL SCHOOL	40.536531616	-77.823991702
26680	SACRED HEART OF JESUS SCHOOL	40.600655357	-77.5739455
26681	E STROUDSBURG CHRISTIAN ACADEMY	41.071649	-75.226331
26682	ST LUKE THE EVANGELIST SCHOOL	40.104274134	-75.15153306
26683	WYNDMOOR MONTESSORI SCHOOL	40.086165992	-75.184334605
26684	OUR LADY OF VICTORY REGIONAL SCHOOL	40.129016247	-75.322931555
26685	BLESSED TERESA OF CALCUTTA SCHOOL	40.241871	-75.625552
26686	THE GLADWYNE MONTESSORI SCHOOL	40.036275238	-75.282710696
26687	NEW LIFE ACADEMY	40.278443669	-75.420937577
26688	BETH SHOLOM GOLDMAN PRESCHOOL	40.081728918	-75.126356377
26689	CONSHOHOCKEN CATHOLIC SCHOOL (PK-8)	40.074724431	-75.304817363
26690	HOLY FAMILY LEARNING-AMBLER DAY SCHOOL	40.153996815	-75.220539992
26691	SCHOOLHOUSE IN FLOURTOWN	40.101737454	-75.214320411
26692	KINDERCARE LEARNING CENTER	40.168465141	-75.153027478
26693	ST ANTHONY-ST JOSEPH ELEMENTARY SCHOOL	40.158847466	-75.219259805
26694	PERELMAN JEWISH DAY SCHOOL-SALIGMAN MIDDLE SCHOOL	40.067298827	-75.133800829
26695	LETS IMAGINE CHILD DEVELOPMENT CENTER	40.155006044	-75.104032064
26696	LAKESIDE SCHOOL	40.151877666	-75.226653253
26697	THE LINCOLN CENTER	40.104895222	-75.333169031
26698	TEMPLE BETH TORAH SCHOOL OF EARLY LEARNING AT OYRT	40.109723048	-75.122340207
26699	INDIAN VALLEY NURSERY SCHOOL & KINDERGARTEN	40.314501476	-75.328826794
26700	WIGWAM ACADEMIC DAY SCHOOL	40.249336364	-75.4035
26701	GRACE CHRISTIAN SCHOOL	40.325438498	-75.337261667
26702	ST MARIA GORETTI SCHOOL	40.286203956	-75.311456771
26703	CHESTERBROOK ACADEMY	40.204823481	-75.53349906
26704	FAIRVIEW CHRISTIAN ACADEMY	40.157105135	-75.386072323
26705	ST TITUS ELEMENTARY SCHOOL	40.152236364	-75.330845455
26706	EPIPHANY OF OUR LORD SCHOOL	40.130016451	-75.281588461
26707	ST ROSE OF LIMA SCHOOL	40.207614151	-75.272030825
26708	CHESTERBROOK ACADEMY	40.215299448	-75.287769562
26709	GWYNEDD-MERCY ACADEMY ELEMENTARY	40.188079774	-75.228702506
26710	MCNEIL CHILD DEVELOPMENT CENTER	40.124672727	-75.211381818
26711	ST GENEVIEVE SCHOOL	40.101499135	-75.213437633
26712	IMMACULATE CONCEPTION SCHOOL	40.096027273	-75.127918182
26713	OUR LADY HELP OF CHRISTIANS SCHOOL	40.1263	-75.114309091
26714	CENTER SCHOOL	40.13374332	-75.128207673
26715	ST DAVID SCHOOL	40.146457546	-75.118262054
26716	PLAY & LEARN	40.170977725	-75.11170284
26717	ACADEMY OF THE NEW CHURCH GIRLS SCHOOL	40.131252411	-75.060751974
26718	MAIN LINE MONTESSORI SCHOOL	40.021	-75.3112
26719	MAIN LINE ACADEMY	40.002109091	-75.233563636
26720	TEMPLE ADATH ISRAEL DAY SCHOOL	40.000845455	-75.240972727
26721	SACRED HEART SCHOOL	40.189805245	-75.5306
26722	ST HELENA SCHOOL	40.157299303	-75.302274
26723	RIDGEVIEW AMISH SCHOOL	41.086654267	-76.732261693
26724	ST CYRIL PRESCHOOL & KINDERGARTEN	40.962019107	-76.605187533
26725	GATEWAY SCHOOL OF LEHIGH VALLEY	40.619506657	-75.375078192
26726	EASTON BAPTIST ACADEMY	40.688819999	-75.263626714
26727	BETHLEHEM CHRISTIAN SCHOOL BLUE MOUNTIAN CAMPUS	40.755500796	-75.53792267
26728	FAITH CHRISTIAN SCHOOL	40.875406727	-75.218256838
26729	CONCORDIA LUTHERAN CHURCH & SCHOOL	40.611057128	-75.357969809
26730	CHESTERBROOK ACADEMY	40.654454001	-75.409009883
26731	OUR LADY OF PERPETUAL HELP SCHOOL	40.660613481	-75.339301287
26732	BETHLEHEM CHRISTIAN SCHOOL	40.660020624	-75.330919525
26733	OUR LADY OF MT CARMEL SCHOOL	40.87527438	-75.215836
26734	PIUS X HIGH SCHOOL	40.873941949	-75.2135555
26735	MORAVIAN ACADEMY UPPER SCHOOL	40.67903467	-75.3116515
26736	ST MONICA SCHOOL	40.862774	-76.796537
26737	NORTHUMBERLAND CHRISTIAN SCHOOL	40.894985114	-76.800845985
26738	WATSONTOWN CHRISTIAN ACADEMY	41.100719978	-76.85241803
26739	SUNNY SLOPE AMISH PAROCHIAL SCHOOL	41.115878287	-76.750205822
26740	NORTHWESTERN ACADEMY	40.78831538	-76.51429942
26741	OUR LADY OF LOURDES REGIONAL SCHOOL	40.786239698	-76.584427607
26742	FOWLERS HOLLOW SCHOOL	40.301205	-77.541569
26743	POPE JOHN PAUL II REGIONAL CATHOLIC SCHOOL	40.000424565	-75.074706149
26744	ANNUNCIATION BVM SCHOOL	39.933377702	-75.163572406
26745	MATERNITY BVM SCHOOL	40.082091396	-75.038786048
26746	WEST PHILADELPHIA CATHOLIC HIGH SCHOOL	39.957205881	-75.211705881
26747	SACRED HEART OF JESUS SCHOOL	39.93070154	-75.149378803
26748	ST WILLIAM SCHOOL	40.048254959	-75.097400803
26749	G C A DAYCARE & LEARNING CENTER	40.066752822	-75.179689827
26750	NEW VISIONS LEARNING CENTER	39.942011	-75.162037
26751	LUBELS HOUSE OF LEARNING CHRISTIAN ACADEMY	40.067375399	-75.178776905
26752	BROAD STREET ACADEMY	40.023887845	-75.149207311
26753	CITY KIDS CHRISTIAN SCHOOL	39.9212932	-75.16802206
26754	WISSAHICKON CHRISTIAN PRESCHOOL	40.019653682	-75.210188155
26755	HOLY CHILD SCHOOL	40.032903481	-75.228202251
26756	KINDERCARE LEARNING CENTER	39.952706134	-75.169212713
26757	GOOD SHEPHERD LUTHERAN SCHOOL	40.035260845	-75.040379315
26758	SAINTS TABERNACLE DAY SCHOOL	40.041251912	-75.139805682
26759	HOPE CHRISTIAN ACADEMY	39.976167859	-75.172567527
26760	WHITE DOVE PERFORMING ARTS ACADEMY	39.982794776	-75.17569434
26761	COVENANT ACADEMY	40.061564491	-75.197066874
26762	THE BETTER WAY CHRISTIAN ACADEMY	40.065747016	-75.05090738
26763	HICKMAN TEMPLE DAYCARE & LEARNING CENTER	39.948214599	-75.223593028
26764	BLAIR CHRISTIAN ACADEMY	40.043753779	-75.186551981
26765	GREEN TREE SCHOOL	40.03811004	-75.181578005
26766	LEHIGH CHRISTIAN ACADEMY	40.092251744	-75.0490344
26767	KLEIN JCC PRESCHOOL & KINDERGARTEN	40.101729934	-75.020901029
26768	ST BRIDGET ELEMENTARY SCHOOL	40.011381491	-75.193737126
26769	CELESTIAL CHRISTIAN COMMUNITY	39.975436006	-75.177359396
26770	ST IGNATIUS OF LOYOLA	39.963826043	-75.209049795
26771	MONTESSORI GENESIS II SCHOOL	39.962371408	-75.20605792
26772	SANCTUARY CHRISTIAN ACADEMY	39.959168658	-75.240462645
26773	ST MONICA SCHOOL	39.920974686	-75.17623101
26774	HOLY SPIRIT SCHOOL	39.909501856	-75.18019936
26775	ST RICHARD ELEMENTARY SCHOOL	39.913618796	-75.178575222
26776	EPIPHANY OF OUR LORD SCHOOL	39.922597133	-75.167638602
26777	ST MALACHY SCHOOL	39.974178488	-75.153162071
26778	AL AQSA ISLAMIC ACADEMY	39.973923254	-75.141376077
26779	HAROLD O DAVIS CHRISTAIN SCHOOL	40.020998567	-75.141882623
26780	MOTHER OF DIVINE GRACE	39.981498442	-75.110305975
26781	ST KATHERINE OF SIENA SCHOOL	40.060184098	-74.992712598
26782	OUR LADY OF CONSOLATION SCHOOL	40.026429948	-75.037771738
26783	ST HUBERT CATHOLIC HIGH SCHOOL FOR GIRLS	40.031397539	-75.034086591
26784	ST ATHANASIUS-IMMACULATE CONCEPTION SCHOOL	40.061722777	-75.154126634
26785	CHESTNUT HILL ACADEMY	40.062094322	-75.208405103
26786	ST HELENA SCHOOL	40.04441247	-75.128372616
26787	LITTLE FLOWER CATHOLIC HIGH SCHOOL	40.0133523	-75.144200654
26788	GIRARD COLLEGE	39.974307652	-75.17352593
26789	ST THOMAS AQUINAS SCHOOL	39.930406786	-75.174679776
26790	THE DEPAUL CATHOLIC SCHOOL	40.026811327	-75.163182402
26791	OUR LADY OF LOURDES SCHOOL	39.984728072	-75.247666689
26792	OUR LADY OF MOUNT CARMEL SCHOOL	39.919314226	-75.151860102
26793	PHILADELPHIA MENNONITE HIGH SCHOOL	39.971672003	-75.176309108
26794	QUEEN LANE MONTESSORI SCHOOL	40.02393752	-75.176401368
26795	HEBRON CENTER CHRISTIAN SCHOOL	41.87702417	-78.017346362
26796	ST JEROME REGIONAL SCHOOL	40.796592952	-75.975440625
26797	MCADOO CATHOLIC ELEMENTARY SCHOOL	40.902325796	-75.992760098
26798	KANTZ CHURCH SCHOOL	40.805086	-76.926072
26799	GOSPEL CHRISTIAN ACADEMY	40.877246808	-76.845412743
26800	SUMMIT MILLS PAROCHIAL SCHOOL	39.815992918	-79.068672566
26801	CHRISTIAN LIFE ACADEMY	41.376799038	-79.70225053
26802	VISIONQUEST ACADEMY-SOUTH PENN	41.335203465	-79.830626113
26803	ST STEPHEN ELEMENTARY SCHOOL	41.426042658	-79.714057942
26804	WARREN COUNTY CHRISTIAN SCHOOL	41.845760228	-79.339439856
26805	TRI-STATE CHRISTIAN ACADEMY	40.418794476	-80.461015417
26806	HOLY FAMILY LEARNING-WASHINGTON	40.193928157	-80.253374485
26807	ST PATRICK SCHOOL	40.257403295	-80.19479
26808	CANAAN CHRISTIAN ACADEMY	41.491261854	-75.396222837
26809	CHRISTIAN FELLOWSHIP ACADEMY	40.365902	-79.587027
26810	JEFFERSON DAY SCHOOL	36.053300265	-80.303847157
26811	HARVEST CHRISTIAN ACADEMY	40.347823792	-79.305586159
26812	GREENHILLS SCHOOL	36.117971	-80.373868
26813	FIRST ASSEMBLY CHRISTIAN SCHOOL	36.141073871	-80.277351828
26814	GOSPEL LIGHT CHRISTIAN SCHOOL	36.145107435	-80.1467685
26815	VICTORY CHRISTIAN ACADEMY	35.241513968	-81.191460432
26816	TABERNACLE CHRISTIAN ACADEMY	35.319912253	-81.215796474
26817	FAITH CHRISTIAN ACADEMY	35.352521377	-81.09021445
26818	STANLEY CHRISTIAN ACADEMY	35.356836646	-81.091108584
26819	NAPOLEON B SMITH ADVENTIST ACADEMY	36.072710004	-79.769196997
26820	COVENANT CHRISTIAN DAY SCHOOL	36.038205	-79.815567
26821	PARAMOUNT CHRISTIAN ACADEMY	36.030531033	-80.018510905
26822	HALIFAX ACADEMY	36.398700242	-77.67129267
26823	COATS CHRISTIAN ACADEMY	35.411867339	-78.673031639
26824	JOHNATHANS HOUSE CHRISTIAN SCHOOL	35.529088	-78.812835
26825	MALTHOUSE APPLEWORKS SCHOOL	35.326374529	-78.652717548
26826	HERITAGE HALL INTERNATIONAL SCHOOL	35.308024229	-82.448648849
26827	HENDERSONVILLE CHRISTIAN SCHOOL	35.309989137	-82.449370031
26828	IMMACULATA CATHOLIC SCHOOL	35.319029552	-82.464223223
26829	CAPTAIN GILMER SCHOOL	35.396744926	-82.489891647
26830	VERITAS CHRISTIAN ACADEMY	35.435810882	-82.49990918
26831	RIDGECROFT SCHOOL	36.353349244	-77.00902245
26832	MOORESVILLE CHRISTIAN ACADEMY	35.564348336	-80.799573241
26833	EAGLES REFUGE ACADEMY	35.87448928	-80.958190351
26834	LIGHTHOUSE CHRISTIAN ACADEMY	35.515241192	-78.604865467
26835	SHARON MONTESSORI ACADEMY	35.177454982	-80.781599237
26836	TRINITY CHRISTIAN PREPARATORY SCHOOL	35.175566348	-80.754687111
26837	THE KEYS OF CAROLINA	35.119650013	-80.874550051
26838	PLAZA ROAD ACADEMY	35.257485129	-80.740110047
26839	NEW LIFE CHRISTIAN ACADEMY SCHOOL OF THE ARTS	35.25823947	-80.839730159
26840	ST MARK CATHOLIC SCHOOL	35.421302621	-80.866825427
26841	ST MATTHEW CATHOLIC SCHOOL	35.056178522	-80.813887159
26842	CAROLINA MONTESSORI ACADEMY	35.310581414	-80.970963022
26843	CHARLOTTE MONTESSORI SCHOOL	35.211496463	-80.856744181
26844	CHARLOTTE UNITED CHRISTIAN ACADEMY	35.209814205	-80.79904394
26845	ST PATRICK CATHOLIC SCHOOL	35.20546979	-80.845499793
26846	THE SCHOOL AT THOMPSON	35.168390232	-80.729701122
26847	SOUTHLAKE CHRISTIAN ACADEMY	35.429197894	-80.936309999
26848	CHARLOTTE PREPARATORY SCHOOL	35.147403113	-80.770372727
26849	CHESTERBROOK ACADEMY	35.058143773	-80.809941414
26850	ANAMI MONTESSORI SCHOOL	35.147468454	-80.854034156
26851	COVENANT DAY SCHOOL	35.118556006	-80.732035586
26852	FWM CHRISTIAN ACADEMY	35.354942098	-79.883655208
26853	CALVARY CHRISTIAN SCHOOL	35.172654	-79.396932
26854	CAMERON BOYS CAMP	35.287538981	-79.226787179
26855	CORNERSTONE CHRISTIAN ACADEMY	35.924543293	-77.845789846
26856	WESLEY MEMORIAL CHILD EDUCATION CENTER	34.211804031	-77.886115518
26857	ST MARK CATHOLIC SCHOOL	34.238669345	-77.849417239
26858	CALVARY CHRISTIAN SCHOOL	34.244570183	-77.92050854
26859	NEW HORIZONS ELEMENTARY SCHOOL	34.174102728	-77.890471431
26860	NOAH'S ARK CHILDREN'S CENTER	34.181783974	-77.862703468
26861	BORN AGAIN CHRISTIAN ACADEMY	34.532364032	-77.434618284
26862	GRACE BAPTIST SCHOOL	34.6689	-77.2389
26863	LIVING WATER CHRISTIAN SCHOOL	34.808007015	-77.448673575
26864	JACKSONVILLE CHRISTIAN ACADEMY	34.774091786	-77.411817463
26865	ARTGARDEN MONTESSORI SCHOOL	35.934169149	-79.031734017
26866	CAROLINA FRIENDS SCHOOL	36.006793644	-79.022336178
26867	PERSON CHRISTIAN SCHOOL	36.343379067	-78.974165574
26868	GREENVILLE CHRISTIAN ACADEMY	35.574622961	-77.424440886
26869	ST PETER'S SCHOOL	35.606605646	-77.341940376
26870	FAITH CHRISTIAN ACADEMY	35.538547375	-77.36351424
26871	TRYON SEVENTH-DAY ADVENTIST SCHOOL	35.227409184	-82.237503281
26872	SECOND BAPTIST CHURCH DAY SCHOOL	34.882149315	-79.68695877
26873	UNITED PENTECOSTAL CHRISTIAN SCHOOL	34.827159	-79.173292
26874	SOUTHEASTERN ACADEMY	34.651578863	-78.873857736
26875	LIGHTHOUSE CHRISTIAN ACADEMY	36.368217247	-79.718215266
26876	SALISBURY ACADEMY	35.695596446	-80.509823613
26877	LAURINBURG NORMAL & INDUSTRIAL INSTITUTE	34.781109214	-79.455027981
26878	WHITE PLAINS CHRISTIAN SCHOOL	36.454125542	-80.629661188
26879	SHINING LIGHT BAPTIST ACADEMY	35.009650441	-80.581406115
26880	CENTRAL ACADEMY AT LAKE PARK	35.078861037	-80.632673764
26881	CROSSROADS CHRISTIAN SCHOOL	36.326692	-78.404621
26882	ATLAS INTERNATIONAL SCHOOL	35.782416899	-78.738841615
26883	ST RAPHAEL CATHOLIC SCHOOL	35.860312312	-78.619841727
26884	JEWISH ACADEMY OF WAKE COUNTY	35.88553108	-78.626495866
26885	WORD OF GOD CHRISTIAN ACADEMY	35.745623076	-78.598145474
26886	FRIENDSHIP CHRISTIAN SCHOOL	35.857061503	-78.615169038
26887	STEVENS PREP ACADEMY	35.902090078	-78.622284713
26888	BODY OF CHRIST CHRISTIAN ACADEMY	35.856574159	-78.565982456
26889	LORD OF LIFE PRESCHOOL & KINDERGARTEN ACADEMY	35.676526269	-78.625097588
26890	THE MARIPOSA SCHOOL	35.737508987	-78.804129123
26891	NORLINA CHRISTIAN SCHOOL	36.447619184	-78.195375853
26892	PATHWAY CHRISTIAN ACADEMY	35.362663641	-78.009053833
26893	GORDON BAPTIST CHRISTIAN SCHOOL	36.15901795	-81.171597229
26894	ST CATHERINE ELEMENTARY SCHOOL	46.92827218	-97.999686339
26895	ST ANNE SCHOOL	46.819617034	-100.771862348
26896	METHODIST DAY SCHOOL	32.739775	-96.281348
26897	GRACE LUTHERAN SCHOOL	46.860042033	-96.796155952
26898	SHANLEY HIGH SCHOOL  & SULLIVAN MIDDLE SCHOOL	46.798822383	-96.817176953
26899	DAKOTA MONTESSORI SCHOOL	46.863922105	-96.829435927
26900	NATIVITY ELEMENTARY SCHOOL	46.850839188	-96.797482665
26901	LITTLE FLOWER ELEMENTARY	48.245374618	-101.305255815
26902	ST JOHN' S ELEMENTARY SCHOOL	40.843151021	-84.335137601
26903	ST GERARD ELEMENTARY SCHOOL	40.759959512	-84.105766917
26904	ASHLAND MONTESSORI SCHOOL	40.853689296	-82.332132121
26905	ASSUMPTION SCHOOL	41.801255924	-80.957205346
26906	SS JOHN & PAUL HIGH SCHOOL	41.874463934	-80.791824688
26907	GRAND LAKE CHRISTIAN SCHOOL	40.549515225	-84.406598822
26908	BARNESVILLE INDEPENDENT ELEMENTARY SCHOOL	39.988319606	-81.153757767
26909	DAYSPRINGS MONTESSORI SCHOOL	39.348533109	-84.539862619
26910	CATHOLIC CENTRAL ELEMENTARY - LIMESTONE CAMPUS	39.947735406	-83.804859859
26911	ENON MONTESSORI	39.860039001	-83.965608208
26912	MAIDEN LANE EDUCARE	39.928901427	-83.830479218
26913	CATHOLIC CENTRAL HIGH SCHOOL	39.921145455	-83.791236364
26914	TWIN OAKS SDA ELEMENTARY SCHOOL	39.919890909	-83.740354545
26915	GODDARD SCHOOL OF LOVELAND	39.228505842	-84.256708234
26916	MILFORD CHRISTIAN ACADEMY	39.200925484	-84.210499231
26917	ST PAUL ELEMENTARY SCHOOL	40.90066733	-80.848733893
26918	ST JOSEPH SCHOOL	40.734981026	-82.786397529
26919	HOLY TRINITY SCHOOL	40.817395081	-82.979905992
26920	ST RITA SCHOOL	41.383691815	-81.443855272
26921	ST MICHAEL SCHOOL	41.384845	-81.642056
26922	ST RAPHAEL ELEMENTARY SCHOOL	41.480641	-81.92092
26923	YESHIVA HIGH SCHOOL-JACOB SAPIRSTEIN CAMPUS BOYS	41.506171103	-81.511583089
26924	BETHANY CHRISTIAN ELEMENTARY	41.395394616	-81.685513446
26925	ASCENSION LUTHERAN ECC	41.411117205	-81.932296473
26926	CLEVELAND CLINIC CENTER FOR AUTISM	41.483431414	-81.607475788
26927	PARMA MONTESSORI & CHILD CARE CENTER	41.407949439	-81.778199352
26928	GROSS SCHECHTER DAY SCHOOL	41.487662313	-81.483997077
26929	LE CHAPERON ROUGE	41.393340593	-81.640497325
26930	FUCHS MIZRACHI SCHOOL	41.496843556	-81.540431782
26931	MOSDOS OHR HATORAH	41.518702553	-81.53714961
26932	HOLY SPIRIT ACADEMY	41.404067758	-81.537753014
26933	HILLCREST KIDDIE PREP SCHOOL & KINDERGARTEN	41.548597063	-81.509589018
26934	OUR LADY OF THE LAKE SCHOOL	41.602264891	-81.54075
26935	RICHMOND HEIGHTS CHRISTIAN SCHOOL	41.574662658	-81.5007235
26936	ELEANOR GERSON HIGH SCHOOL	41.508543134	-81.677175
26937	HEBREW ACADEMY OF CLEVELAND	41.508936088	-81.5563725
26938	ST IGNATIUS HIGH SCHOOL	41.483556899	-81.7069595
26939	VILLA MONTESSORI CENTER	41.465665704	-81.6502195
26940	ST RICHARD SCHOOL	41.41720184	-81.9189015
26941	ST BRIDGET OF KILDARE SCHOOL	41.408167285	-81.759638
26942	ST MONICA SCHOOL	41.402337208	-81.588392088
26943	ST FRANCIS DE SALES SCHOOL	41.404445923	-81.708686
26944	ST PETER CHANEL HIGH SCHOOL	41.403429695	-81.527913258
26945	ST MARTIN OF TOURS SCHOOL	41.392514207	-81.5810255
26946	CENTRAL COLLEGE CHRISTIAN ACADEMY	40.099968551	-82.889791674
26947	SANDUSKY CENTRAL CATHOLIC SCHOOL	41.451266875	-82.711971384
26948	FAITH ACADEMY	39.726431912	-82.653042141
26949	LANCASTER MONTESSORI SCHOOL	39.724681818	-82.618827273
26950	LANCASTER SEVENTH-DAY ADVENTIST SCHOOL	39.761831653	-82.546378678
26951	ST BERNADETTE ELEMENTARY SCHOOL	39.726553031	-82.560263904
26952	ST MARY ELEMENTARY SCHOOL	39.712727512	-82.597517391
26953	ST MARY SCHOOL	39.948228	-82.995123
26954	WORTHINGTON CHRISTIAN SCHOOLS K-12	40.100269	-83.010082
26955	NORTHSIDE CHRISTIAN SCHOOL	40.110565	-82.94908
26956	CLINTONVILLE ACADEMY	40.044265	-82.999971
26957	GRACE CHRISTIAN SCHOOL	39.98474	-82.796728
26958	ECOLE FRANCAISE	40.063044903	-83.056124313
26959	TRINITY ELEMENTARY SCHOOL	39.987271277	-83.043128084
26960	ST CATHARINE SCHOOL	39.961317193	-82.922570337
26961	JOLLY TOTS TOO!	40.069312414	-82.864364598
26962	TREE OF LIFE CHRISTIAN SCHOOL-DUBLIN BRANCH	40.095065632	-83.094385776
26963	XENOS CHRISTIAN SCHOOL	40.102005584	-82.955139841
26964	BROOKSEDGE DAYCARE CENTER	40.106184458	-82.928737988
26965	SOUTHEAST CHRISTIAN ACADEMY	39.941266058	-82.906368857
26966	CYPRESS CHRISTIAN SCHOOL	39.958855831	-83.168246602
26967	CREATIVE PLAY CENTER	40.085975	-83.018131
26968	FOREST PARK CHRISTIAN SCHOOL	40.081174	-82.975608
26969	SUNRISE ACADEMY	40.031815	-83.167851
26970	THE GODDARD SCHOOL-REYNOLDSBURG	39.982089458	-82.828696386
26971	HARVEST PREPARATORY SCHOOL	39.891433119	-82.828065673
26972	BEAUTIFUL SAVIOR EVANGELICAL LUTHERAN ELEM SCHOOL	39.872496	-83.062578
26973	ST MICHAEL SCHOOL	40.077900772	-83.0172925
26974	ST CHARLES PREPARATORY SCHOOL	39.96985053	-82.9477435
26975	BISHOP READY HIGH SCHOOL	39.939962975	-83.081652
26976	HERSHEY MONTESSORI SCHOOL ADOLESCENT PROGRAM	41.558580556	-81.056798372
26977	DAYTON ISLAMIC SCHOOL	39.726108654	-84.071833566
26978	DISCOVERY HOUSE MONTESSORI SCHOOL	39.739747843	-84.087317906
26979	EVERGREEN CHILDREN'S CENTER	39.718755221	-84.034182334
26980	MINI UNIVERSITY-WRIGHT STATE UNIVERSITY	39.781388861	-84.063379044
26981	OUR LADY OF VICTORY SCHOOL	39.109356	-84.635898
26982	LA SALLE HIGH SCHOOL	39.189165284	-84.58687558
26983	GUARDIAN ANGELS ELEMENTARY SCHOOL	39.085606	-84.377533
26984	SPRINGER SCHOOL & CENTER	39.13270142	-84.459386296
26985	ROCKWERN ACADEMY	39.20877356	-84.36473984
26986	PRINCE OF PEACE SCHOOL	39.149212573	-84.390586148
26987	CARDINAL PACELLI ELEMENTARY SCHOOL	39.125957	-84.430789
26988	ST BERNARD SCHOOL	39.214471	-84.674507
26989	RITSS HIGH SCHOOL	39.19077124	-84.451682167
26990	XAVIER UNIVERSITY MONTESSORI LAB SCHOOL	39.148939	-84.476374
26991	ST PETER CLAVER LATIN SCHOOL FOR BOYS	39.109587139	-84.512373923
26992	GINGERBREAD ACADEMY	39.241116273	-84.392435091
26993	OUR LADY OF GRACE CATHOLIC SCHOOL	39.221474336	-84.58222435
26994	ST JAMES OF THE VALLEY SCHOOL	39.225590909	-84.472745455
26995	MOTHER OF MERCY HIGH SCHOOL	39.140663636	-84.601409091
26996	SETON HIGH SCHOOL	39.113890909	-84.577118182
26997	ALTERCREST DAY TREATMENT	39.051916744	-84.418912044
26998	ST FRANCIS DE SALES SCHOOL	39.129445455	-84.476390909
26999	CHILDRENS HOME SCHOOL	39.159686095	-84.402234868
27000	MONTESSORI CHILDRENS VILLAGE	41.045699426	-83.646998502
27001	ST MARY CATHOLIC ELE SCHOOL	39.200450543	-83.611506945
27002	ST JOHN THE EVANGELIST SCHOOL	39.54289925	-82.408866981
27003	CLARKSFIELD SEVENTH-DAY ADVENTIST SCHOOL	41.193637372	-82.410191097
27004	TRINITY CHRISTIAN ACADEMY	41.227476414	-82.604154959
27005	IMMACULATE CONCEPTION SCHOOL	41.272762054	-82.837337946
27006	JEFFERSON COUNTY CHRISTIAN SCHOOL	40.302138119	-80.618481602
27007	SACRED HEART KINDERGARTEN & PREKINDERGARTEN	40.351240411	-80.661521738
27008	MOUNT VERNON ACADEMY	40.414499553	-82.468689182
27009	ST MARY MAGDALENE/ST JUSTIN MARTYR SCHOOL	41.648777283	-81.432968432
27010	ST GABRIEL SCHOOL	41.672145455	-81.283927273
27011	ST JOSEPH CENTRAL HIGH SCHOOL	38.529851037	-82.677431548
27012	LIBERTY CHRISTIAN ACADEMY-EAST CAMPUS	40.042021424	-82.707391475
27013	EXCEL ACADEMY	40.058333966	-82.4078408
27014	NEWARK SEVENTH-DAY ADVENTIST SCHOOL	40.034489549	-82.397162375
27015	BLESSED SACRAMENT SCHOOL	40.060141385	-82.38531643
27016	HOLY TRINITY SCHOOL	41.451178472	-81.989940213
27017	SYLVANIA FRANCISCAN ACADEMY	41.709848151	-83.713155393
27018	OUR LADY OF PERPETUAL HELP SCHOOL	41.60257	-83.598464
27019	MONTESSORI DAY SCHOOL	41.661663636	-83.6786
27020	MARY IMMACULATE SCHOOL	41.689145455	-83.623009091
27021	NOTRE DAME ACADEMY	41.690256732	-83.628746821
